object_id,funded_at,funding_round_type,raised_amount_usd,participants,office_id,region,zip_code,state_code
c:186793,2013-01-18,venture,2000000,0,88476,SF Bay,,CA
c:181145,2013-12-12,series-b,25000000,3,88910,SF Bay,94107,CA
c:17284,2010-04-08,venture,3678786,0,92318,Dallas,75006,TX
c:34,2006-05-01,series-a,2500000,2,110423,SF Bay,94111,CA
c:34,2006-05-01,series-a,2500000,2,110424,Detroit,48084,MI
c:34,2007-02-01,series-b,5500000,6,110423,SF Bay,94111,CA
c:34,2007-02-01,series-b,5500000,6,110424,Detroit,48084,MI
c:109,2007-05-08,series-a,1200000,3,109947,New York,10012,NY
c:109,2007-05-08,series-a,1200000,3,109948,Boston,2210,MA
c:77,2007-07-01,series-a,10000000,2,103996,Chicago,60654,IL
c:517,2007-06-01,angel,1000000,1,102169,Boston,2110,MA
c:715,2007-02-01,series-a,1200000,3,106016,New York,\N,NY
c:1462,1999-01-01,series-a,300000,2,101113,Saint Louis,63130,MO
c:1462,1999-01-01,series-a,300000,2,101116,SF Bay,94041,CA
c:1462,1999-04-01,series-b,1360000,5,101113,Saint Louis,63130,MO
c:1462,1999-04-01,series-b,1360000,5,101116,SF Bay,94041,CA
c:109,2008-10-29,series-b,7000000,8,109947,New York,10012,NY
c:109,2008-10-29,series-b,7000000,8,109948,Boston,2210,MA
c:1462,1999-09-01,series-c+,2750000,3,101113,Saint Louis,63130,MO
c:1462,1999-09-01,series-c+,2750000,3,101116,SF Bay,94041,CA
c:1462,2000-05-01,series-c+,28000000,3,101113,Saint Louis,63130,MO
c:1462,2000-05-01,series-c+,28000000,3,101116,SF Bay,94041,CA
c:1564,2007-10-01,series-a,4000000,1,108915,SF Bay,\N,CA
c:1572,2007-11-01,angel,580000,1,108371,SF Bay,\N,CA
c:109,2007-01-01,angel,\N,6,109947,New York,10012,NY
c:109,2007-01-01,angel,\N,6,109948,Boston,2210,MA
c:517,2008-04-07,series-a,6500000,4,102169,Boston,2110,MA
c:4826,2008-04-29,series-a,8000000,3,109060,Palm Beach,\N,FL
c:1462,2008-01-01,angel,\N,1,101113,Saint Louis,63130,MO
c:1462,2008-01-01,angel,\N,1,101116,SF Bay,94041,CA
c:34,2008-05-20,series-c+,18000000,3,110423,SF Bay,94111,CA
c:34,2008-05-20,series-c+,18000000,3,110424,Detroit,48084,MI
c:34,2007-07-27,series-b,10000000,1,110423,SF Bay,94111,CA
c:34,2007-07-27,series-b,10000000,1,110424,Detroit,48084,MI
c:262,2007-04-17,series-a,9000000,2,101435,Austin,78746,TX
c:262,2007-04-17,series-a,9000000,2,101436,New York,10001,NY
c:749,2007-01-01,angel,250000,0,108656,SF Bay,\N,CA
c:749,2008-06-02,series-a,550000,1,108656,SF Bay,\N,CA
c:6752,2008-06-10,series-b,20000000,3,108885,SF Bay,\N,CA
c:5098,2008-06-02,series-a,\N,3,108860,SF Bay,\N,CA
c:1462,2008-06-17,other,13000000,1,101113,Saint Louis,63130,MO
c:1462,2008-06-17,other,13000000,1,101116,SF Bay,94041,CA
c:262,2008-06-01,series-b,12000000,3,101435,Austin,78746,TX
c:262,2008-06-01,series-b,12000000,3,101436,New York,10001,NY
c:22190,2008-08-18,series-b,7000000,1,110751,Boston,2451,MA
c:3640,2008-09-09,series-a,\N,1,103247,SF Bay,94103,CA
c:77,2008-09-01,series-b,13000000,3,103996,Chicago,60654,IL
c:6752,2007-01-24,series-a,5000000,3,108885,SF Bay,\N,CA
c:11563,2008-01-01,series-a,1600000,1,105641,SF Bay,94107,CA
c:14152,2006-06-18,angel,60000,1,111598,Washington DC,75001,\N
c:5098,2007-01-01,venture,\N,1,108860,SF Bay,\N,CA
c:16051,2008-07-01,series-c+,25000000,3,112470,Atlanta,30009,GA
c:715,2008-02-28,series-b,1000000,4,106016,New York,\N,NY
c:17432,2008-01-14,venture,13600000,3,103230,New York,10165,NY
c:11563,2009-02-13,series-a,3900000,3,105641,SF Bay,94107,CA
c:12572,2009-03-09,venture,3500000,1,107436,Dallas,75252,TX
c:19947,2010-01-05,series-c+,32500000,4,108794,New York,\N,NJ
c:21493,2009-02-25,series-a,7100000,2,106154,SF Bay,\N,CA
c:21511,2011-07-26,series-a,2500000,2,105932,Philadelphia,19087,PA
c:21515,2009-03-01,venture,375000,3,104300,Cleveland,44094,OH
c:21758,2009-04-17,series-a,8500000,1,108954,Atlanta,\N,GA
c:22935,2008-04-01,series-a,16000000,4,100986,Nashville,37027,TN
c:80820,2007-07-01,venture,1750000,1,106185,Boston,,MA
c:24238,2008-04-21,series-a,33120000,9,104608,Omaha,68137,NE
c:16051,2007-06-01,series-b,31600000,2,112470,Atlanta,30009,GA
c:24797,2009-06-11,series-c+,40000000,6,106341,Boston,\N,MA
c:24797,2008-04-15,series-b,10500000,2,106341,Boston,\N,MA
c:24797,2006-12-01,series-a,7000000,2,106341,Boston,\N,MA
c:1572,2009-06-08,venture,2400000,0,108371,SF Bay,\N,CA
c:25099,2008-08-18,series-a,10000000,1,108986,Orlando,\N,FL
c:25755,2009-01-08,series-c+,10000000,6,109095,Austin,\N,TX
c:19740,2009-07-01,series-a,1650000,1,111868,Omaha,68154,NE
c:23395,2009-05-01,angel,100000,0,108981,Nashua,\N,NH
c:715,2009-08-05,venture,500000,0,106016,New York,\N,NY
c:29051,2009-08-06,angel,12000,1,107505,Los Angeles,92649,CA
c:29364,2009-08-10,venture,2500000,1,108985,New York,\N,CT
c:29508,2009-08-01,angel,\N,1,109050,New York,\N,NY
c:12572,2009-08-20,series-b,10700000,1,107436,Dallas,75252,TX
c:715,2008-11-25,venture,\N,4,106016,New York,\N,NY
c:27115,2009-09-01,angel,\N,1,109726,Las Vegas,89101,NV
c:27115,2009-09-01,angel,\N,1,109727,Los Angeles,90036,CA
c:2903,2009-09-10,other,1000000,0,111990,Atlanta,30309,GA
c:31962,2008-02-11,other,300000,0,110347,Raleigh-Durham,27601,NC
c:32594,2009-09-15,series-c+,13000000,3,103222,New York,10018,NY
c:32940,2009-09-25,series-a,3800000,1,104720,New York,10018,NY
c:28937,2009-10-01,venture,1100000,1,108993,Miami,\N,FL
c:34194,2007-01-01,angel,1200000,2,111809,New York,10017,NY
c:35655,2009-10-30,series-a,8000000,1,109009,Boston,\N,MA
c:35902,2009-01-01,angel,\N,1,109096,SF Bay,94105,CA
c:11391,2008-01-01,series-a,4800000,1,111099,SF Bay,94086,CA
c:11391,2008-01-01,series-a,4800000,1,111362,SF Bay,94102,CA
c:11391,2008-01-01,series-a,4800000,1,111363,Seattle,98104,WA
c:11391,2007-01-01,angel,1000000,2,111099,SF Bay,94086,CA
c:11391,2007-01-01,angel,1000000,2,111362,SF Bay,94102,CA
c:11391,2007-01-01,angel,1000000,2,111363,Seattle,98104,WA
c:11391,2009-12-01,series-b,30000000,3,111099,SF Bay,94086,CA
c:11391,2009-12-01,series-b,30000000,3,111362,SF Bay,94102,CA
c:11391,2009-12-01,series-b,30000000,3,111363,Seattle,98104,WA
c:29051,2009-12-08,series-a,750000,5,107505,Los Angeles,92649,CA
c:37635,2010-05-07,angel,1200000,8,110115,SF Bay,94102,CA
c:11563,2009-12-16,series-c+,8000000,3,105641,SF Bay,94107,CA
c:243468,2008-02-15,series-b,8000000,7,111017,Salt Lake City,84108,UT
c:262,2009-12-01,series-c+,23250011,5,101435,Austin,78746,TX
c:262,2009-12-01,series-c+,23250011,5,101436,New York,10001,NY
c:3640,2010-01-05,venture,1309989,0,103247,SF Bay,94103,CA
c:39153,2010-01-04,series-a,1285000,1,101000,Miami,33131,FL
c:39694,2009-10-16,venture,4000000,1,106763,Boston,1803,MA
c:230902,2010-01-14,series-a,1731223,10,104859,SF Bay,,CA
c:39297,2010-01-19,angel,214185,0,108203,SF Bay,94105,CA
c:25755,2009-12-04,venture,4000000,0,109095,Austin,\N,TX
c:40425,2010-01-19,series-a,3200000,2,103103,New York,10014,NY
c:40425,2010-01-19,series-a,3200000,2,103104,SF Bay,94105,CA
c:40425,2010-01-19,series-a,3200000,2,103105,Chicago,60654,IL
c:40425,2010-01-19,series-a,3200000,2,103107,Milwaukee,53202,WI
c:40465,2009-10-05,series-c+,57002400,5,109103,Tucson,\N,AZ
c:40465,1999-08-30,series-a,1672640,2,109103,Tucson,\N,AZ
c:40465,2003-09-01,series-b,13158000,2,109103,Tucson,\N,AZ
c:19740,2010-02-04,series-b,2500000,1,111868,Omaha,68154,NE
c:41723,2009-02-05,angel,40000,0,100932,Washington DC,21117,MD
c:41953,2007-01-18,series-b,23000000,4,101816,California,94105,CA
c:20721,2007-06-18,series-b,16000000,6,110236,Los Angeles,92618,CA
c:42145,2007-08-03,series-a,17000000,2,112460,Boston,1752,MA
c:715,2010-02-19,other,500000,0,106016,New York,\N,NY
c:109,2010-02-24,series-c+,5500000,4,109947,New York,10012,NY
c:109,2010-02-24,series-c+,5500000,4,109948,Boston,2210,MA
c:28937,2010-02-26,venture,5000000,0,108993,Miami,\N,FL
c:17432,2010-03-01,venture,7296727,3,103230,New York,10165,NY
c:42964,2006-10-24,venture,3000000,1,108448,New York,\N,NY
c:43020,2010-03-02,other,135000,0,106314,Boston,\N,MA
c:77,2007-02-01,angel,1000000,1,103996,Chicago,60654,IL
c:42416,2010-03-08,other,1500000,0,109669,SF Bay,94104,CA
c:6752,2010-03-17,series-c+,15000000,3,108885,SF Bay,\N,CA
c:29508,2010-03-01,angel,350000,8,109050,New York,\N,NY
c:44498,2010-03-24,series-b,16000000,6,106242,Washington DC,\N,MD
c:17432,2006-04-27,venture,18690000,3,103230,New York,10165,NY
c:12572,2010-03-26,series-b,4400000,0,107436,Dallas,75252,TX
c:44888,2010-03-30,series-a,1500000,1,107058,unknown,59808,MN
c:16051,2012-02-01,series-c+,61200000,3,112470,Atlanta,30009,GA
c:21758,2011-05-27,series-b,10000000,1,108954,Atlanta,\N,GA
c:45692,2011-03-07,venture,535000,0,107802,unknown,14020,NY
c:32594,2006-06-20,series-a,6800000,2,103222,New York,10018,NY
c:11391,2010-04-18,series-c+,135000000,4,111099,SF Bay,94086,CA
c:11391,2010-04-18,series-c+,135000000,4,111362,SF Bay,94102,CA
c:11391,2010-04-18,series-c+,135000000,4,111363,Seattle,98104,WA
c:29051,2010-04-20,series-a,5000000,9,107505,Los Angeles,92649,CA
c:230902,2010-04-22,series-a,11200000,2,104859,SF Bay,,CA
c:24238,2010-05-11,series-b,12400000,8,104608,Omaha,68137,NE
c:46717,2010-04-28,venture,6225150,1,105848,Boston,2210,MA
c:25755,2006-11-20,series-b,14000000,3,109095,Austin,\N,TX
c:25755,2006-02-01,series-a,8000000,2,109095,Austin,\N,TX
c:48755,2010-03-23,series-a,2500000,5,104868,New York,10001,NY
c:48755,2010-03-23,series-a,2500000,5,104869,Denver,80302,CO
c:49528,2009-08-01,angel,250000,1,109031,New York,\N,NY
c:42416,2008-06-01,series-a,3250000,2,109669,SF Bay,94104,CA
c:50597,2010-06-29,series-a,2000000,4,108898,New York,\N,NY
c:46717,2010-04-28,venture,6180000,1,105848,Boston,2210,MA
c:51631,2010-06-01,series-c+,18202648,2,104156,New York - Other,NY 10022,NY
c:517,2010-02-18,venture,3600000,0,102169,Boston,2110,MA
c:53810,2010-04-01,other,15000,1,108888,New York,\N,NY
c:53810,2010-05-01,angel,25000,1,108888,New York,\N,NY
c:54085,2005-08-02,series-b,2500000,2,104577,Pittsburg,15146,PA
c:42416,2010-08-23,series-b,15000000,3,109669,SF Bay,94104,CA
c:237735,2010-09-07,series-a,4000000,1,108074,Seattle,98104,WA
c:56431,2010-09-12,series-a,2000000,2,108815,SF Bay,\N,CA
c:53510,2010-04-01,angel,75000,1,105619,New York,,NY
c:56312,2012-07-23,series-a,3880803,0,111788,New York,,\N
c:58252,2010-10-06,series-a,\N,1,108496,Bay Area,,CA
c:3640,2010-10-05,venture,7000000,1,103247,SF Bay,94103,CA
c:34194,2010-10-13,series-a,6800000,3,111809,New York,10017,NY
c:146123,2010-10-18,series-a,3000000,1,101905,Dallas,75090,TX
c:59844,2011-06-01,series-a,6800000,0,107872,Boston,1803,MA
c:59844,2011-06-01,series-a,6800000,0,108948,Boston,\N,MA
c:77,2010-10-26,venture,4500000,0,103996,Chicago,60654,IL
c:60796,2010-11-03,series-a,20000000,0,106139,Boston,1760,MA
c:40465,2010-11-08,series-c+,9741900,3,109103,Tucson,\N,AZ
c:42145,2010-11-16,venture,32000000,1,112460,Boston,1752,MA
c:61848,2010-11-17,venture,4600000,0,109100,Boston,\N,MA
c:49374,2010-11-18,series-a,2000000,6,109099,SF Bay,\N,CA
c:35902,2010-11-22,venture,9500000,1,109096,SF Bay,94105,CA
c:25755,2010-11-23,other,3000000,1,109095,Austin,\N,TX
c:40425,2010-12-06,series-b,6000000,3,103103,New York,10014,NY
c:40425,2010-12-06,series-b,6000000,3,103104,SF Bay,94105,CA
c:40425,2010-12-06,series-b,6000000,3,103105,Chicago,60654,IL
c:40425,2010-12-06,series-b,6000000,3,103107,Milwaukee,53202,WI
c:31892,2010-12-07,venture,\N,1,104976,Boston,2142,MA
c:64600,2010-12-21,venture,3600000,0,109084,SF Bay,\N,CA
c:64715,2010-12-16,venture,735000,0,109087,Boston,\N,MA
c:65048,2010-12-28,series-a,2000000,0,109081,Middleton,\N,WI
c:11391,2011-01-11,series-c+,950000000,10,111099,SF Bay,94086,CA
c:11391,2011-01-11,series-c+,950000000,10,111362,SF Bay,94102,CA
c:11391,2011-01-11,series-c+,950000000,10,111363,Seattle,98104,WA
c:65367,2011-01-03,series-a,6077370,2,109058,Burlington,\N,VT
c:65217,2010-08-20,angel,110000,0,109091,New York,6901,CT
c:65217,2010-12-01,other,50000,0,109091,New York,6901,CT
c:65667,2011-01-07,series-a,1200000,1,109055,Boston,\N,MA
c:65682,2011-01-05,venture,6000000,1,109056,SF Bay,\N,CA
c:65811,2011-01-11,series-b,14000000,2,108460,Philadelphia,\N,PA
c:65867,2010-02-01,angel,111323,0,110325,California - Other,,CA
c:8472,2011-01-16,venture,10000000,2,102042,New York,10012,NY
c:8472,2011-01-16,venture,10000000,2,109976,Washington DC,20036,DC
c:66311,2011-01-03,venture,4000000,0,109059,SF Bay,\N,CA
c:66564,2011-01-14,venture,4400000,0,106257,Boston,\N,MA
c:29508,2011-01-20,angel,350000,0,109050,New York,\N,NY
c:66848,2011-01-21,venture,50000000,1,109049,Dallas,\N,TX
c:66854,2011-01-22,series-a,\N,1,109048,Boston,\N,MA
c:67630,2011-02-01,venture,2000000,0,109041,Los Angeles,\N,CA
c:67697,2011-02-01,venture,10700000,1,109042,Denver,\N,CO
c:68197,2009-11-01,angel,\N,1,102681,Seattle,98109,WA
c:68197,2010-07-01,series-a,4000000,0,102681,Seattle,98109,WA
c:68289,2011-02-08,series-b,24000000,3,107397,Roanoke,24019,VA
c:1572,2011-02-09,series-b,4000000,3,108371,SF Bay,\N,CA
c:49528,2011-02-11,venture,1500000,4,109031,New York,\N,NY
c:68802,2011-02-15,angel,50000,0,109029,Los Angeles,\N,CA
c:68838,2011-05-06,other,8000,0,101603,Houston,,TX
c:68603,2010-12-01,angel,1000000,2,109092,SF Bay,\N,CA
c:68880,2011-01-01,angel,1250000,3,108970,SF Bay,\N,CA
c:69799,2011-02-25,series-a,6000000,1,109022,Pittsburg,\N,PA
c:11391,2011-02-25,venture,16200000,3,111099,SF Bay,94086,CA
c:11391,2011-02-25,venture,16200000,3,111362,SF Bay,94102,CA
c:11391,2011-02-25,venture,16200000,3,111363,Seattle,98104,WA
c:70036,2011-02-28,series-a,1500000,0,109021,Washington DC,\N,MD
c:68967,2011-03-02,angel,500000,1,108620,SF Bay,\N,CA
c:45928,2011-03-02,venture,500000,1,109015,Washington DC,\N,VA
c:70667,2011-03-08,angel,1000000,5,108510,Chicago,\N,IL
c:70713,2011-03-08,venture,15000000,0,109012,Los Angeles,\N,CA
c:71141,2011-03-14,venture,12000000,1,106284,SF Bay,\N,CA
c:40339,2011-01-01,angel,18000,1,108808,SF Bay,\N,CA
c:40339,2011-02-01,angel,150000,1,108808,SF Bay,\N,CA
c:35655,2011-03-21,series-b,3150000,0,109009,Boston,\N,MA
c:71680,2011-03-21,venture,500000,0,103314,Seattle,98075,WA
c:71967,2011-03-24,series-b,3200000,6,109004,New York,\N,CT
c:77,2011-03-28,series-c+,20000000,4,103996,Chicago,60654,IL
c:72354,2011-03-29,venture,3000000,1,109002,SF Bay,\N,CA
c:42416,2011-03-30,venture,10000000,1,109669,SF Bay,94104,CA
c:72842,2010-12-01,angel,\N,2,108506,Seattle,98102,WA
c:73158,2011-04-06,angel,22500,1,108995,SF Bay,\N,CA
c:28937,2011-04-07,venture,2500000,0,108993,Miami,\N,FL
c:73224,2011-04-11,angel,575000,0,108989,Playa VIsta,\N,CA
c:73514,2011-04-11,series-a,40000000,2,108991,Boston,\N,MA
c:25099,2011-04-12,series-c+,32500000,0,108986,Orlando,\N,FL
c:29364,2011-04-13,venture,2500000,0,108985,New York,\N,CT
c:53510,2011-01-01,angel,18000,1,105619,New York,,NY
c:58049,2011-04-14,angel,300000,1,108982,SF Bay,\N,CA
c:73969,2011-01-01,angel,100000,0,109064,Boston,\N,MA
c:74011,2011-04-18,venture,1350000,1,108978,Chicago,,IL
c:74561,2011-04-25,series-a,5000000,0,108975,Salt Lake City,\N,UT
c:74614,2010-06-01,series-a,9000000,3,110014,Boston,2421,MA
c:74616,2011-04-20,series-a,6000000,1,111665,Indianapolis,46279,IN
c:40107,2011-04-01,angel,500000,1,108996,Los Angeles,\N,CA
c:74954,2011-04-18,venture,6000000,1,108974,Dallas,\N,TX
c:48045,2011-05-03,angel,1200000,7,108969,SF Bay,\N,CA
c:68880,2011-05-03,series-a,1600000,2,108970,SF Bay,\N,CA
c:109,2011-05-04,series-c+,11000000,4,109947,New York,10012,NY
c:109,2011-05-04,series-c+,11000000,4,109948,Boston,2210,MA
c:75842,2011-05-09,series-a,3000000,0,106178,Orlando,32801,FL
c:34,2011-05-10,series-c+,20000000,9,110423,SF Bay,94111,CA
c:34,2011-05-10,series-c+,20000000,9,110424,Detroit,48084,MI
c:75953,2011-05-11,angel,1250000,10,108966,SF Bay,\N,CA
c:76254,2011-05-12,venture,1000000,0,108965,New York,\N,NY
c:19740,2011-05-18,series-c+,6000000,2,111868,Omaha,68154,NE
c:8883,2011-05-23,series-a,7000000,2,100577,Seattle,98052-3557,WA
c:59309,2011-05-23,angel,\N,0,108960,Los Angeles,\N,CA
c:77399,2011-05-25,angel,250000,0,108957,SF Bay,\N,CA
c:77403,2011-05-25,other,500000,1,108958,Boston,\N,MA
c:77414,2008-06-18,series-a,9600000,2,103693,SF Bay,94158,CA
c:77414,2009-10-09,series-a,2400000,2,103693,SF Bay,94158,CA
c:77414,2010-08-10,series-a,4500000,3,103693,SF Bay,94158,CA
c:77414,2011-05-25,series-a,7500000,2,103693,SF Bay,94158,CA
c:77504,2011-05-26,venture,1000000,3,108956,Washington DC,\N,MD
c:53540,2011-05-26,series-a,3000000,0,108955,Los Angeles,\N,CA
c:77126,2010-07-01,series-a,2000000,0,101653,New York,10010,NY
c:78492,2011-06-07,angel,\N,0,108947,Austin,\N,TX
c:237735,2011-06-08,series-a,2100000,1,108074,Seattle,98104,WA
c:55075,2011-06-09,angel,250000,4,108941,SF Bay,\N,CA
c:245097,2011-02-16,series-a,2000000,8,111573,SF Bay,,CA
c:79702,2011-06-20,angel,\N,0,108940,Denver,\N,CO
c:79386,2011-06-01,angel,\N,0,106063,Houston,77058,TX
c:53063,2011-01-01,angel,50000,2,109062,SF Bay,\N,CA
c:80699,2011-07-01,angel,100000,0,108922,SF Bay,\N,CA
c:64062,2011-06-29,venture,800000,9,108932,New York,10003,NY
c:80720,2011-06-29,angel,1000000,1,108934,Los Angeles,90069,CA
c:80820,2011-06-30,venture,\N,1,106185,Boston,,MA
c:80820,2011-06-30,venture,\N,1,106185,Boston,,MA
c:81451,2011-07-07,venture,\N,1,108606,Boston,\N,MA
c:81569,2011-07-07,venture,30000000,0,108919,Fort Lauderdale,\N,FL
c:80493,2011-07-11,angel,1200000,7,106296,Los Angeles,\N,CA
c:78036,2011-09-01,angel,100000,1,108867,Palm Beach,\N,FL
c:81953,2011-07-12,other,350000,0,108916,Boston,2481,MA
c:79332,2011-07-13,series-a,3300000,5,102723,Chicago,60610,IL
c:1564,2011-07-13,venture,6000000,2,108915,SF Bay,\N,CA
c:82564,2011-07-12,venture,38000000,1,106048,SF Bay,94304,CA
c:82598,2011-07-19,series-a,2250000,7,110429,Los Angeles,90014,CA
c:82598,2011-07-19,series-a,2250000,7,110430,Cleveland,20121,\N
c:77126,2011-06-01,series-a,8000000,1,101653,New York,10010,NY
c:49638,2011-07-01,angel,\N,3,109863,New York,,NY
c:82720,2011-07-20,venture,300000,1,108912,Austin,\N,TX
c:82172,2011-07-01,angel,750000,0,108923,New York,\N,NY
c:82984,2011-11-08,series-a,1000000,3,108809,Denver,\N,CO
c:83353,2011-07-27,series-a,18000000,2,108907,Dallas,\N,TX
c:83700,2011-07-30,angel,500000,8,108550,SF Bay,\N,CA
c:83957,2011-08-01,venture,8000000,1,106264,Boston,2466,MA
c:83973,2011-08-01,series-a,750000,2,108900,Cleveland,44108,OH
c:84061,2011-01-01,angel,170000,0,109065,San Diego,\N,CA
c:50597,2011-08-02,series-b,6000000,5,108898,New York,\N,NY
c:17432,2011-08-02,venture,6400000,1,103230,New York,10165,NY
c:84213,2011-08-03,series-a,1600000,0,108897,New York,\N,NY
c:47803,2011-08-04,angel,1000000,0,108894,SF Bay,\N,CA
c:84326,2011-08-04,venture,1200000,1,108896,South Windsor,\N,CT
c:84731,2011-07-01,series-a,1500000,1,108925,Chicago,\N,IL
c:85142,2011-08-29,angel,500000,1,110675,New York,10167,NY
c:85219,2013-10-08,other,200000,0,108927,Baltimore,\N,MD
c:32594,2011-08-16,series-c+,15000000,4,103222,New York,10018,NY
c:53810,2011-08-16,angel,800000,7,108888,New York,\N,NY
c:83323,2011-02-05,angel,150000,0,109036,Boston,\N,MA
c:85383,2011-08-17,venture,10500000,1,108887,Boise,\N,ID
c:85411,2011-05-22,angel,75000,0,108961,Seattle,\N,WA
c:85514,2011-08-18,venture,1700000,0,108886,New York,\N,NY
c:85561,2011-06-01,angel,30000,0,108950,Phoenix,\N,AZ
c:6752,2011-08-19,venture,22000000,0,108885,SF Bay,\N,CA
c:82065,2011-07-13,venture,25000,0,108511,SF Bay,\N,CA
c:237735,2011-08-25,other,829000,0,108074,Seattle,98104,WA
c:86372,2011-01-01,venture,\N,0,109067,Pittsburg,\N,PA
c:87211,2011-08-15,angel,1000000,0,108890,Los Angeles,\N,CA
c:87533,2011-08-30,venture,7500000,5,108880,Raleigh-Durham,27713,NC
c:91052,2011-09-01,venture,\N,1,108869,Phoenix,85012,AZ
c:100228,2011-04-16,angel,100000,0,108980,New York,\N,NJ
c:101527,2011-09-07,venture,1600000,1,108864,Washington DC,\N,WA
c:99669,2011-09-08,angel,750000,6,108862,Washington DC,\N,WA
c:14152,2008-12-30,angel,120000,1,111598,Washington DC,75001,\N
c:14152,2011-09-14,series-a,2000000,0,111598,Washington DC,75001,\N
c:71188,2011-04-01,other,1500000,0,108998,New York,\N,NY
c:71188,2010-04-01,series-a,1700000,0,108998,New York,\N,NY
c:105467,2011-06-01,angel,\N,3,108951,SF Bay,\N,CA
c:105707,2011-03-01,angel,100000,0,109017,New York,\N,NY
c:108085,2011-09-20,series-a,13000000,3,108857,Denver,80202,CO
c:109470,2011-09-21,venture,\N,1,108856,Mahwah,\N,NJ
c:119332,2011-09-27,angel,1350000,5,108853,New York,10011,NY
c:122520,2013-04-15,angel,100000,1,108552,New York,\N,NY
c:122520,2011-09-23,other,40000,0,108552,New York,\N,NY
c:124477,2011-02-01,angel,3000,1,108440,Neshkoro,\N,WI
c:27115,2011-09-30,series-a,1000000,3,109726,Las Vegas,89101,NV
c:27115,2011-09-30,series-a,1000000,3,109727,Los Angeles,90036,CA
c:101837,2011-03-01,angel,100000,1,109016,Charlotte,\N,NC
c:131571,2011-10-04,other,6600000,1,108841,Los Angeles,\N,CA
c:68057,2011-10-05,venture,\N,1,108838,Warwick,\N,RI
c:133277,2011-10-05,angel,630000,5,108384,Boston,\N,MA
c:137573,2011-10-12,venture,200000,0,108833,Washington DC,\N,VA
c:139037,2011-10-19,venture,18000000,2,111167,Boston,2141,MA
c:139148,2011-10-19,venture,50000000,0,108827,Boston,\N,MA
c:139150,2011-10-19,venture,2000000,0,103688,Phoenix,85004,AZ
c:139151,2011-10-19,series-a,40000000,3,108828,New York,\N,NY
c:32594,2011-10-20,venture,5000000,1,103222,New York,10018,NY
c:42416,2011-10-21,venture,\N,1,109669,SF Bay,94104,CA
c:139570,2011-10-01,angel,120000,0,108844,Minneapolis,\N,MN
c:139640,2011-10-24,venture,150000,1,108824,Philadelphia,\N,PA
c:139746,2011-01-01,series-a,6000000,0,109070,Los Angeles,\N,CA
c:139785,2011-10-24,venture,3000000,4,108825,SF Bay,\N,CA
c:140048,2011-10-26,other,150000,0,108823,unknown,\N,MA
c:11563,2011-10-31,venture,12000000,3,105641,SF Bay,94107,CA
c:140509,2011-08-01,angel,20000,0,108902,Las Vegas,\N,NV
c:56431,2011-11-01,series-a,500000,1,108815,SF Bay,\N,CA
c:140658,2011-11-01,venture,6500000,1,108436,Austin,\N,TX
c:60796,2011-11-02,series-a,10000000,0,106139,Boston,1760,MA
c:140737,2011-11-02,venture,500000,1,108795,SF Bay,\N,CA
c:140868,2011-11-03,angel,650000,4,108813,New York,10001,NY
c:140870,2011-11-03,series-c+,15000000,1,108814,Los Angeles,91746,CA
c:140963,2011-11-04,venture,1250000,0,101939,Nashua,3062,NH
c:23395,2011-04-14,series-a,500000,0,108981,Nashua,\N,NH
c:82660,2011-11-07,series-a,5000000,5,108811,SF Bay,\N,CA
c:141233,2011-05-01,angel,20000,2,106243,SF Bay,94105,CA
c:141489,2010-11-01,angel,1000000,10,108693,SF Bay,\N,CA
c:40339,2011-11-10,angel,1000000,9,108808,SF Bay,\N,CA
c:66568,2011-09-01,venture,\N,0,105027,SF Bay,94105,CA
c:66568,2011-09-01,venture,\N,1,105027,SF Bay,94105,CA
c:141867,2011-08-01,series-a,1350000,2,108903,Austin,\N,TX
c:36221,2011-11-14,angel,\N,0,108805,Chicago,\N,IL
c:141910,2011-11-14,series-a,4500000,1,106065,Atlanta,30009,GA
c:142017,2011-11-15,series-a,\N,0,108803,SF Bay,\N,CA
c:142106,2011-08-15,angel,150000,1,101725,New York,10011,NY
c:142537,2011-03-01,angel,\N,0,109018,De Pere,54115,WI
c:142758,2011-01-24,venture,185000,0,112477,Los Angeles,91103,CA
c:142795,2011-11-23,venture,500000,0,108359,Boston,2143,MA
c:143184,2011-10-01,angel,\N,1,108845,SF Bay,\N,CA
c:10769,2011-11-29,angel,700000,1,108797,SF Bay,\N,CA
c:140737,2011-11-30,angel,750000,3,108795,SF Bay,\N,CA
c:19947,2011-11-30,series-c+,30000000,1,108794,New York,\N,NJ
c:143370,2011-01-01,angel,500000,1,109071,New York,\N,NY
c:143420,2011-06-01,series-a,3000000,1,108785,SF Bay,\N,CA
c:143420,2011-12-01,series-a,15000000,2,108785,SF Bay,\N,CA
c:114782,2011-12-08,series-a,3000000,2,108778,Las Vegas,89109,NV
c:144035,2011-12-08,series-a,\N,12,108779,New York,\N,NY
c:42145,2009-01-01,venture,23000000,0,112460,Boston,1752,MA
c:144574,2011-12-14,venture,4500000,3,108772,Los Angeles,\N,CA
c:144660,2011-12-15,series-b,4000000,1,110258,SF Bay,94105,CA
c:144660,2011-12-15,series-b,4000000,1,110259,Chicago,60601,IL
c:144660,2011-12-15,series-b,4000000,1,110280,Los Angeles,90067,CA
